donation_id,donor_id,donation_date,amount,campaign,payment_method,is_recurring
D101909,DON1149,2025-07-01,427.95,Year-End Giving,ach,False
D100315,DON1151,2025-07-30,212.25,Corporate Match,stock_transfer,False
D101467,DON1112,2024-08-26,22552.75,Gala 2026,credit_card,False
D101344,DON1062,2026-07-16,40.54,Spring Appeal,stock_transfer,False
D102225,DON1087,2024-09-29,314.28,Year-End Giving,check,False
D100692,DON1183,2026-02-13,129.67,Year-End Giving,check,False
D101542,DON1389,2025-12-09,24.45,Gala 2026,credit_card,False
D100613,DON1324,2025-08-07,174.59,Spring Appeal,stock_transfer,True
D100425,DON1387,2026-05-05,13608.71,Gala 2025,stock_transfer,False
D101578,DON1083,2025-08-31,37.79,Corporate Match,credit_card,False
D100595,DON1275,2025-02-27,463.16,Spring Appeal,ach,False
D101448,DON1226,2024-12-01,129.14,Gala 2025,paypal,False
D102001,DON1259,2025-07-22,190.92,Spring Appeal,paypal,False
D100623,DON1354,2025-05-11,218.69,Gala 2025,stock_transfer,False
D102168,DON1130,2026-08-10,53.88,Corporate Match,stock_transfer,False
D101494,DON1232,2024-12-06,50.65,Alumni Fund,stock_transfer,True
D101670,DON1350,2024-10-05,466.7,Year-End Giving,credit_card,True
D100228,DON1255,2024-09-02,126.62,Gala 2025,ach,False
D101780,DON1358,2024-12-25,373.84,Gala 2026,stock_transfer,False
D101170,DON1137,2026-06-23,144.98,Monthly Giving,paypal,False
D100109,DON1270,2025-02-17,399.52,Spring Appeal,check,False
D101749,DON1096,2025-02-12,265.05,Year-End Giving,credit_card,False
D100067,DON1069,2025-06-10,104.48,Spring Appeal,check,True
D101418,DON1038,2026-03-28,378.73,Alumni Fund,check,False
D102277,DON1186,2026-06-12,391.61,Alumni Fund,check,False
D100025,DON1063,2025-11-05,126.0,Gala 2026,credit_card,False
D101236,DON1030,2025-06-06,14.92,Gala 2026,stock_transfer,False
D102090,DON1051,2025-06-30,476.75,Gala 2026,paypal,False
D100145,DON1275,2026-05-27,234.2,Gala 2025,paypal,False
D100537,DON1219,2026-07-23,446.73,Corporate Match,paypal,False
D100812,DON1277,2024-11-28,227.12,Gala 2025,credit_card,False
D101784,DON1121,2025-09-23,90.8,Year-End Giving,stock_transfer,False
D101498,DON1367,2025-12-10,308.74,Alumni Fund,ach,False
D100086,DON1372,2024-10-23,333.5,Monthly Giving,credit_card,False
D101255,DON1041,2026-08-09,163.87,Spring Appeal,paypal,True
D102087,DON1131,2024-08-21,405.84,Gala 2025,stock_transfer,False
D102067,DON1333,2026-08-01,166.52,Alumni Fund,ach,False
D101871,DON1372,2025-09-27,317.29,Alumni Fund,check,False
D101715,DON1192,2026-07-23,434.8,Corporate Match,ach,False
D100485,DON1321,2025-01-07,290.72,Gala 2026,check,False
D101655,DON1120,2025-10-31,77.46,Gala 2025,check,False
D102249,DON1289,2026-01-23,231.06,Alumni Fund,stock_transfer,False
D102411,DON1283,2026-06-19,364.69,Year-End Giving,stock_transfer,False
D100739,DON1383,2025-09-05,452.37,Gala 2025,stock_transfer,False
D101819,DON1129,2026-03-03,313.97,Alumni Fund,credit_card,False
D102211,DON1285,2025-11-07,211.94,Year-End Giving,stock_transfer,False
D102487,DON1227,2024-11-30,300.32,Gala 2026,stock_transfer,False
D101791,DON1264,2026-02-27,347.63,Spring Appeal,paypal,False
D100363,DON1208,2024-08-24,248.56,Gala 2026,stock_transfer,True
D100750,DON1029,2025-12-31,305.12,Spring Appeal,paypal,False
D101831,DON1052,2024-11-10,139.46,Gala 2025,check,False
D101647,DON1146,2026-01-31,478.49,Spring Appeal,credit_card,False
D101027,DON1209,2026-07-11,490.26,Year-End Giving,check,False
D101031,DON1007,2025-11-18,73.85,Gala 2025,check,False
D101919,DON1349,2024-11-17,398.12,Year-End Giving,credit_card,True
D101336,DON1287,2025-06-05,132.76,Spring Appeal,stock_transfer,False
D102081,DON1226,2025-12-01,445.92,Gala 2026,ach,True
D101717,DON1396,2025-09-23,214.49,Monthly Giving,credit_card,False
D100666,DON1354,2024-09-24,19.22,Gala 2026,paypal,True
D100365,DON1368,2025-03-02,213.16,Gala 2025,credit_card,False
D102221,DON1204,2025-02-06,367.3,Spring Appeal,stock_transfer,True
D101240,DON1113,2025-10-24,189.8,Monthly Giving,check,False
D100078,DON1299,2025-03-14,228.29,Spring Appeal,paypal,True
D100028,DON1038,2025-09-03,178.81,Alumni Fund,stock_transfer,False
D100474,DON1373,2025-04-03,36.72,Monthly Giving,ach,False
D100526,DON1293,2025-07-04,67.25,Alumni Fund,check,False
D100726,DON1102,2026-08-12,202.81,Gala 2026,stock_transfer,False
D100056,DON1143,2025-09-01,486.73,Gala 2025,check,False
D100639,DON1177,2025-01-29,487.98,Monthly Giving,check,True
D100303,DON1121,2025-08-13,290.79,Spring Appeal,paypal,False
D100719,DON1121,2024-12-20,88.51,Gala 2026,check,False
D102195,DON1331,2025-09-04,308.19,Monthly Giving,paypal,False
D101922,DON1081,2025-06-05,257.87,Spring Appeal,ach,False
D100625,DON1027,2025-09-02,313.38,Gala 2025,check,True
D100008,DON1035,2025-01-24,317.85,Alumni Fund,stock_transfer,False
D101281,DON1092,2025-09-14,473.08,Corporate Match,ach,False
D100804,DON1084,2025-08-24,358.46,Year-End Giving,stock_transfer,False
D101050,DON1254,2025-01-02,432.55,Year-End Giving,stock_transfer,False
D100337,DON1380,2025-11-05,470.48,Corporate Match,ach,True
D101597,DON1229,2024-10-16,151.97,Spring Appeal,stock_transfer,True
D100048,DON1251,2024-10-20,409.72,Gala 2025,check,False
D102175,DON1347,2026-03-12,15.49,Spring Appeal,check,True
D100107,DON1211,2025-11-05,144.62,Gala 2025,credit_card,False
D100350,DON1356,2024-09-02,188.6,Gala 2025,paypal,True
D101080,DON1355,2024-12-03,324.53,Alumni Fund,paypal,True
D100239,DON1251,2026-01-31,324.51,Gala 2026,ach,False
D100214,DON1366,2024-09-17,247.49,Monthly Giving,stock_transfer,False
D101145,DON1063,2026-01-20,361.23,Year-End Giving,paypal,False
D101974,DON1264,2026-04-18,166.04,Spring Appeal,check,False
D101810,DON1214,2025-11-13,369.05,Alumni Fund,check,False
D100794,DON1044,2025-01-07,365.3,Corporate Match,ach,False
D101097,DON1380,2025-12-22,284.79,Year-End Giving,credit_card,False
D101866,DON1337,2026-08-16,463.85,Gala 2026,ach,False
D102312,DON1079,2025-09-23,454.18,Spring Appeal,stock_transfer,False
D102245,DON1170,2025-04-20,371.24,Spring Appeal,stock_transfer,True
D100346,DON1073,2025-03-15,419.03,Year-End Giving,credit_card,True
D100524,DON1372,2025-10-03,19.17,Monthly Giving,check,False
D100233,DON1054,2025-04-16,193.97,Corporate Match,credit_card,False
D100645,DON1229,2024-11-21,488.16,Gala 2026,ach,False
D101968,DON1203,2026-06-19,410.56,Gala 2026,check,False
D102193,DON1262,2026-01-24,235.68,Gala 2026,check,False
D101429,DON1274,2025-03-31,48.93,Alumni Fund,credit_card,False
D100534,DON1081,2025-07-01,17458.9,Monthly Giving,credit_card,False
D102194,DON1071,2026-01-15,100.59,Spring Appeal,credit_card,False
D100604,DON1090,2025-09-12,98.2,Gala 2026,stock_transfer,False
D101490,DON1233,2026-07-22,67.73,Gala 2025,stock_transfer,False
D101908,DON1170,2025-10-14,308.95,Corporate Match,credit_card,False
D101427,DON1236,2025-09-12,15.98,Corporate Match,stock_transfer,False
D101075,DON1271,2025-05-11,211.65,Gala 2025,paypal,False
D102064,DON1399,2026-03-13,246.11,Spring Appeal,paypal,True
D100061,DON1272,2025-12-29,59.1,Gala 2025,paypal,True
D101991,DON1253,2025-06-16,325.22,Gala 2025,stock_transfer,True
D100093,DON1363,2025-11-19,38.24,Gala 2026,paypal,False
D100667,DON1338,2026-02-04,68.27,Gala 2025,credit_card,True
D101767,DON1323,2024-09-20,13068.24,Alumni Fund,stock_transfer,False
D102269,DON1030,2025-09-09,123.1,Alumni Fund,paypal,False
D100281,DON1269,2025-09-29,497.78,Gala 2025,paypal,False
D101720,DON1302,2026-05-14,306.55,Corporate Match,stock_transfer,True
D101772,DON1292,2024-11-30,442.75,Gala 2026,stock_transfer,False
D100360,DON1199,2024-12-30,32.75,Corporate Match,check,True
D102432,DON1259,2024-10-19,319.24,Monthly Giving,paypal,True
D101544,DON1176,2025-04-12,96.93,Gala 2026,check,False
D101398,DON1320,2025-02-10,286.8,Gala 2026,credit_card,False
D101852,DON1139,2025-10-04,453.36,Spring Appeal,ach,False
D100848,DON1321,2024-09-22,487.52,Spring Appeal,paypal,False
D101207,DON1201,2026-06-24,237.34,Alumni Fund,paypal,True
D102223,DON1120,2025-11-08,59.06,Alumni Fund,stock_transfer,False
D100761,DON1301,2024-09-17,230.47,Alumni Fund,check,False
D100111,DON1389,2025-04-07,194.81,Gala 2026,credit_card,False
D101776,DON1380,2026-07-10,268.09,Corporate Match,stock_transfer,False
D100043,DON1292,2024-09-06,151.41,Gala 2026,stock_transfer,False
D101771,DON1316,2024-12-21,30.53,Gala 2025,credit_card,False
D100126,DON1248,2024-12-10,472.67,Corporate Match,paypal,False
D100205,DON1076,2024-12-29,184.31,Monthly Giving,credit_card,False
D101474,DON1242,2024-08-21,367.52,Gala 2025,credit_card,True
D100053,DON1242,2026-04-19,40.52,Year-End Giving,stock_transfer,False
D100546,DON1306,2025-08-31,412.79,Year-End Giving,check,False
D100069,DON1313,2025-01-09,415.23,Monthly Giving,check,True
D102496,DON1226,2025-12-24,274.02,Corporate Match,credit_card,False
D102002,DON1287,2024-10-25,380.43,Alumni Fund,check,False
D102220,DON1228,2025-06-23,202.8,Gala 2026,stock_transfer,False
D102010,DON1310,2026-03-03,244.23,Gala 2025,check,True
D101425,DON1249,2025-05-22,246.21,Gala 2026,paypal,True
D100184,DON1030,2026-08-06,66.83,Monthly Giving,stock_transfer,True
D100138,DON1114,2024-10-17,388.45,Monthly Giving,stock_transfer,True
D100900,DON1150,2024-12-24,366.0,Year-End Giving,paypal,False
D100797,DON1031,2025-06-24,258.67,Spring Appeal,credit_card,False
D100133,DON1156,2026-05-07,360.47,Alumni Fund,paypal,True
D100081,DON1036,2024-12-13,150.67,Year-End Giving,ach,False
D101587,DON1199,2026-06-15,336.03,Year-End Giving,stock_transfer,False
D102180,DON1094,2025-02-12,8356326.8,Gala 2025,check,False
D100759,DON1369,2024-12-31,134.88,Spring Appeal,stock_transfer,True
D100542,DON1394,2026-02-24,258.9,Gala 2026,credit_card,False
D101020,DON1205,2026-08-07,423.1,Gala 2026,ach,True
D101815,DON1159,2026-01-12,323.12,Spring Appeal,ach,False
D100984,DON1334,2025-04-01,483.18,Spring Appeal,ach,False
D102474,DON1365,2025-05-22,93.77,Monthly Giving,check,True
D100166,DON1176,2024-08-27,32.51,Corporate Match,paypal,True
D100249,DON1052,2025-04-24,59.49,Gala 2025,stock_transfer,False
D101332,DON1047,2026-07-26,80.23,Gala 2026,credit_card,False
D100447,DON1393,2025-11-13,168.07,Corporate Match,check,True
D101905,DON1099,2025-03-26,21.4,Spring Appeal,paypal,False
D100859,DON1355,2026-03-18,172.26,Monthly Giving,stock_transfer,False
D101359,DON1005,2026-01-20,174.97,Spring Appeal,ach,False
D101912,DON1064,2024-08-22,107.32,Monthly Giving,credit_card,False
D100098,DON1204,2025-06-14,390.0,Gala 2026,paypal,False
D101843,DON1329,2024-10-31,131.9,Corporate Match,credit_card,False
D100806,DON1210,2025-07-11,151.9,Monthly Giving,ach,True
D100738,DON1272,2026-01-19,163.5,Year-End Giving,paypal,False
D102390,DON1021,2025-06-28,347.17,Gala 2026,paypal,False
D101936,DON1307,2025-03-08,316.72,Alumni Fund,stock_transfer,False
D102307,DON1275,2025-09-10,190.07,Corporate Match,stock_transfer,False
D100103,DON1252,2026-02-02,182.57,Year-End Giving,stock_transfer,False
D100435,DON1267,2026-03-01,200.67,Gala 2025,check,True
D100075,DON1388,2025-03-10,117.02,Year-End Giving,stock_transfer,False
D100578,DON1305,2024-09-16,475.74,Corporate Match,credit_card,False
D101897,DON1138,2024-11-29,433.97,Gala 2025,stock_transfer,True
D101981,DON1291,2026-04-20,301.14,Spring Appeal,stock_transfer,False
D101231,DON1307,2025-01-10,444.88,Gala 2026,ach,False
D100919,DON1388,2025-07-29,77.4,Gala 2026,check,False
D101327,DON1326,2025-03-05,318.12,Year-End Giving,check,False
D102340,DON1174,2025-05-25,272.03,Gala 2026,stock_transfer,False
D102310,DON1355,2026-06-08,116.63,Gala 2026,stock_transfer,False
D102356,DON1362,2025-11-09,293.38,Gala 2025,ach,False
D100763,DON1203,2025-03-31,243.79,Corporate Match,paypal,False
D102137,DON1164,2025-04-20,258.15,Monthly Giving,credit_card,False
D100990,DON1154,2024-09-22,75.76,Monthly Giving,ach,False
D100389,DON1036,2024-11-05,365.81,Monthly Giving,stock_transfer,False
D100236,DON1374,2025-09-03,155.73,Spring Appeal,credit_card,False
D102311,DON1254,2025-12-20,107.25,Year-End Giving,paypal,False
D100268,DON1215,2026-05-17,295.68,Monthly Giving,ach,False
D101330,DON1268,2025-03-25,171.78,Alumni Fund,stock_transfer,False
D101877,DON1110,2025-10-03,419.46,Year-End Giving,paypal,False
D100118,DON1394,2025-09-11,484.77,Gala 2025,credit_card,False
D100438,DON1062,2025-09-08,484.73,Monthly Giving,paypal,False
D100674,DON1161,2025-03-02,76.6,Alumni Fund,check,False
D100250,DON1136,2025-03-15,308.39,Spring Appeal,ach,False
D102151,DON1356,2026-03-22,440.54,Gala 2025,check,True
D101575,DON1008,2025-05-23,475.7,Year-End Giving,check,False
D100720,DON1209,2024-09-17,49.25,Alumni Fund,paypal,False
D100095,DON1098,2025-10-21,306.44,Spring Appeal,credit_card,True
D101948,DON1339,2025-07-04,197.39,Gala 2026,check,False
D100034,DON1293,2024-10-25,254.04,Corporate Match,stock_transfer,False
D102285,DON1123,2026-02-01,481.58,Gala 2025,paypal,False
D102157,DON1032,2025-01-03,394.18,Year-End Giving,credit_card,False
D102308,DON1013,2024-11-30,344.39,Corporate Match,ach,True
D100449,DON1017,2025-11-05,332.38,Monthly Giving,stock_transfer,False
D101470,DON1063,2025-10-23,470.94,Corporate Match,stock_transfer,False
D101796,DON1210,2024-10-23,471.86,Monthly Giving,stock_transfer,False
D100717,DON1328,2025-07-02,408.0,Spring Appeal,stock_transfer,False
D101992,DON1350,2025-12-24,35.42,Gala 2025,credit_card,False
D102198,DON1284,2026-04-03,248.19,Alumni Fund,credit_card,False
D100001,DON1075,2025-12-02,416.58,Corporate Match,ach,False
D100457,DON1191,2025-10-07,414.82,Gala 2025,stock_transfer,False
D101102,DON1017,2026-02-23,40.58,Alumni Fund,check,False
D101109,DON1076,2026-02-20,398.09,Corporate Match,paypal,False
D101933,DON1120,2026-01-06,70.83,Spring Appeal,check,False
D100083,DON1339,2026-02-09,431.54,Spring Appeal,ach,False
D101482,DON1001,2025-01-28,452.41,Year-End Giving,check,False
D102441,DON1346,2025-08-20,368.62,Corporate Match,paypal,False
D100677,DON1244,2024-12-14,16.27,Corporate Match,paypal,False
D101589,DON1392,2024-12-04,160.38,Gala 2026,ach,False
D102149,DON1357,2025-06-23,378.75,Spring Appeal,paypal,False
D101047,DON1399,2026-04-16,364.08,Corporate Match,paypal,False
D101461,DON1332,2026-07-29,392.75,Corporate Match,paypal,False
D100771,DON1372,2024-10-30,410.18,Gala 2026,ach,False
D101669,DON1395,2025-02-14,79.5,Gala 2026,ach,True
D101917,DON1306,2025-11-09,18767.93,Gala 2025,paypal,False
D102015,DON1163,2026-01-09,151.14,Monthly Giving,ach,False
D100518,DON9025,2025-01-16,371.36,Year-End Giving,stock_transfer,False
D100823,DON1010,2026-05-03,340.8,Year-End Giving,stock_transfer,False
D100405,DON1191,2024-10-06,230.86,Monthly Giving,ach,False
D100385,DON1336,2026-05-20,302.76,Alumni Fund,ach,False
D102043,DON1023,2025-12-08,307.22,Corporate Match,paypal,False
D102096,DON1280,2025-04-03,125.25,Corporate Match,stock_transfer,False
D100105,DON1392,2026-08-15,319.04,Spring Appeal,ach,True
D101634,DON1067,2025-08-13,192.94,Corporate Match,ach,False
D102409,DON1238,2025-07-29,326.42,Year-End Giving,stock_transfer,False
D100689,DON1244,2025-03-15,37.31,Gala 2025,paypal,False
D100795,DON1110,2024-11-14,265.45,Alumni Fund,ach,True
D100827,DON1195,2025-01-05,114.25,Alumni Fund,stock_transfer,False
D101878,DON1239,2025-07-17,66.52,Corporate Match,ach,False
D101241,DON1137,2025-03-11,61.15,Gala 2025,paypal,False
D100063,DON1148,2025-06-15,454.89,Spring Appeal,stock_transfer,False
D101306,DON1128,2024-08-24,19.81,Monthly Giving,credit_card,False
D100853,DON1099,2024-08-27,19265.99,Monthly Giving,ach,False
D102461,DON1258,2025-02-26,457.01,Corporate Match,credit_card,False
D100177,DON1097,2024-12-11,36.74,Alumni Fund,ach,False
D101263,DON1161,2026-06-03,259.01,Monthly Giving,check,False
D100224,DON1081,2026-08-03,323.24,Gala 2026,check,True
D100146,DON1306,2025-11-23,65.97,Gala 2025,paypal,False
D101089,DON1334,2026-02-13,229.27,Year-End Giving,check,False
D100374,DON1397,2026-07-14,216.14,Alumni Fund,credit_card,False
D101825,DON1004,2025-11-19,51.76,Alumni Fund,credit_card,False
D102131,DON1203,2026-04-22,211.29,Corporate Match,ach,True
D101143,DON1310,2024-12-08,482.92,Gala 2025,paypal,True
D102417,DON1292,2025-08-02,253.94,Corporate Match,stock_transfer,False
D102186,DON1284,2025-05-21,288.06,Monthly Giving,paypal,True
D101275,DON1124,2025-09-30,449.74,Gala 2025,stock_transfer,False
D101266,DON1271,2025-09-03,333.01,Monthly Giving,paypal,False
D102300,DON1063,2026-03-14,184.57,Year-End Giving,ach,False
D102369,DON1105,2026-04-11,416.12,Year-End Giving,ach,True
D100010,DON1094,2025-07-01,390.33,Gala 2026,credit_card,False
D100450,DON1188,2026-05-13,16.41,Year-End Giving,paypal,False
D101839,DON1349,2025-07-10,399.38,Alumni Fund,ach,False
D100709,DON1043,2025-01-20,41.16,Gala 2026,check,False
D100256,DON1269,2025-01-10,8855.27,Alumni Fund,ach,False
D100883,DON1283,2024-12-11,236.09,Alumni Fund,credit_card,False
D101618,DON1095,2026-07-13,487.35,Gala 2025,ach,False
D100390,DON1142,2024-08-23,232.83,Gala 2026,stock_transfer,True
D101277,DON1224,2025-01-07,75.96,Year-End Giving,stock_transfer,False
D102420,DON1313,2025-01-07,406.25,Year-End Giving,credit_card,True
D101582,DON1145,2026-01-01,456.02,Year-End Giving,paypal,False
D100909,DON1128,2025-09-15,54.78,Gala 2026,credit_card,False
D100925,DON1105,2025-09-09,365.24,Gala 2025,ach,False
D100752,DON1386,2025-08-07,156.29,Alumni Fund,paypal,False
D101940,DON1159,2025-10-30,429.85,Year-End Giving,ach,True
D100461,DON1293,2026-07-23,184.27,Year-End Giving,check,False
D101748,DON1026,2026-01-13,135.02,Year-End Giving,check,True
D101998,DON1085,2025-08-19,458.84,Year-End Giving,stock_transfer,False
D101225,DON1119,2025-01-15,21.05,Alumni Fund,check,False
D101169,DON1056,2025-12-09,479.9,Year-End Giving,credit_card,True
D100959,DON1244,2025-02-07,336.08,Monthly Giving,paypal,True
D100502,DON1104,2025-03-08,168.8,Corporate Match,ach,False
D101728,DON1311,2024-08-23,194.52,Monthly Giving,paypal,True
D100740,DON1265,2024-12-11,164.62,Gala 2026,ach,False
D100041,DON1299,2025-01-20,252.5,Alumni Fund,paypal,False
D100869,DON1301,2026-02-03,396.9,Gala 2025,ach,True
D100732,DON1075,2026-01-21,125.39,Gala 2026,ach,False
D100540,DON1074,2025-04-20,457.3,Gala 2026,ach,False
D101202,DON1035,2025-01-22,6434115.36,Spring Appeal,stock_transfer,True
D101340,DON1130,2025-07-30,10460.56,Corporate Match,check,False
D100698,DON1153,2025-09-19,120.68,Corporate Match,credit_card,False
D101672,DON1375,2025-05-31,204.79,Gala 2026,credit_card,True
D102109,DON1338,2025-07-27,153.5,Spring Appeal,stock_transfer,False
D102098,DON1276,2024-11-16,151.99,Corporate Match,stock_transfer,True
D101372,DON1001,2026-07-01,458.15,Corporate Match,ach,True
D101146,DON1120,2024-09-30,304.88,Monthly Giving,ach,True
D101032,DON1310,2025-09-13,112.92,Gala 2026,credit_card,False
D100373,DON1258,2025-07-13,333.1,Monthly Giving,stock_transfer,False
D100668,DON1387,2024-11-15,304.88,Monthly Giving,ach,True
D101432,DON1068,2025-04-09,121.52,Monthly Giving,stock_transfer,False
D102246,DON1216,2026-02-04,129.7,Corporate Match,stock_transfer,False
D100358,DON1082,2024-11-28,333.11,Year-End Giving,paypal,False
D100968,DON1193,2026-02-25,84.82,Corporate Match,ach,False
D100784,DON1081,2026-07-13,383.36,Gala 2026,credit_card,True
D100736,DON1003,2026-05-28,158.23,Gala 2026,check,True
D101354,DON1297,2025-10-06,266.29,Alumni Fund,ach,True
D101036,DON1287,2025-10-03,229.76,Corporate Match,credit_card,False
D100971,DON1179,2026-02-25,268.64,Gala 2025,check,False
D100471,DON1398,2026-06-29,292.25,Spring Appeal,paypal,False
D100656,DON1009,2025-10-07,38.67,Gala 2025,paypal,False
D102378,DON1070,2025-12-21,291.07,Spring Appeal,ach,False
D101910,DON1392,2025-03-06,267.84,Monthly Giving,check,False
D102355,DON1157,2025-01-19,464.72,Monthly Giving,ach,False
D101397,DON1383,2026-05-18,152.99,Gala 2025,paypal,False
D101537,DON1350,2025-01-15,145.28,Gala 2025,credit_card,False
D102035,DON1187,2025-01-16,293.03,Monthly Giving,ach,False
D102204,DON1070,2025-06-02,471.38,Monthly Giving,check,True
D101550,DON1228,2025-05-28,273.42,Alumni Fund,credit_card,False
D101329,DON1104,2026-03-03,368.02,Gala 2025,ach,False
D101257,DON1120,2025-11-24,345.38,Alumni Fund,paypal,False
D102184,DON1166,2026-05-29,461.97,Monthly Giving,check,False
D101426,DON1176,2026-08-08,83.54,Monthly Giving,credit_card,False
D101465,DON1014,2026-01-03,29.33,Year-End Giving,stock_transfer,False
D101556,DON1330,2025-04-18,229.47,Year-End Giving,check,False
D102178,DON1393,2025-03-12,105.54,Gala 2025,paypal,False
D101251,DON1122,2026-08-16,20991.78,Gala 2025,credit_card,False
D101700,DON1057,2025-10-14,47.64,Gala 2026,paypal,False
D101253,DON1396,2024-09-18,288.54,Gala 2025,check,False
D102467,DON1064,2024-11-27,115.57,Corporate Match,check,False
D102343,DON1064,2025-10-25,297.19,Gala 2025,credit_card,False
D101237,DON1008,2024-09-18,37.87,Spring Appeal,ach,False
D100886,DON1352,2025-10-25,348.35,Gala 2025,check,False
D100080,DON1382,2024-10-04,217.61,Corporate Match,credit_card,False
D101173,DON1353,2025-10-28,44.03,Year-End Giving,check,False
D100815,DON1010,2024-10-02,98.07,Spring Appeal,check,False
D101853,DON1283,2025-09-12,63.81,Corporate Match,check,False
D102022,DON1226,2026-05-17,212.51,Corporate Match,credit_card,True
D100672,DON1110,2024-11-21,242.61,Corporate Match,stock_transfer,True
D102209,DON9496,2026-07-03,494.11,Spring Appeal,stock_transfer,False
D102466,DON1306,2024-11-24,164.56,Gala 2026,ach,True
D100058,DON1279,2026-01-13,411.0,Alumni Fund,ach,False
D100134,DON1246,2025-01-14,462.51,Alumni Fund,paypal,False
D101141,DON1306,2024-09-06,315.23,Monthly Giving,paypal,False
D100934,DON1179,2025-06-27,347.36,Corporate Match,credit_card,False
D100929,DON1154,2025-09-08,366.06,Gala 2025,paypal,False
D100824,DON1291,2025-11-02,321.54,Year-End Giving,ach,False
D101433,DON1027,2025-12-02,106.25,Spring Appeal,paypal,True
D101393,DON1364,2025-03-01,151.04,Corporate Match,stock_transfer,False
D101532,DON1121,2024-11-03,479.46,Year-End Giving,check,False
D101215,DON1050,2026-01-03,342.87,Gala 2025,ach,False
D100505,DON1338,2025-08-13,80.86,Alumni Fund,credit_card,False
D102495,DON1179,2026-03-22,263.97,Spring Appeal,stock_transfer,True
D100348,DON1129,2025-07-02,248.72,Gala 2025,check,True
D101997,DON1201,2024-12-08,470.9,Monthly Giving,stock_transfer,False
D100387,DON1358,2025-06-22,27.67,Year-End Giving,credit_card,False
D101025,DON1093,2024-11-21,318.16,Year-End Giving,ach,True
D101959,DON1072,2025-04-13,211.71,Year-End Giving,stock_transfer,True
D101385,DON1235,2026-02-25,414.53,Alumni Fund,stock_transfer,False
D100895,DON1142,2026-06-08,228.41,Alumni Fund,paypal,False
D100829,DON1222,2025-06-08,403.01,Corporate Match,check,False
D102459,DON1183,2025-04-15,24364.82,Gala 2025,paypal,False
D100476,DON1109,2025-08-18,136.74,Gala 2026,stock_transfer,False
D101684,DON1282,2025-08-06,121.12,Corporate Match,check,False
D102163,DON1244,2025-11-06,355.24,Monthly Giving,credit_card,True
D102352,DON1041,2026-06-22,458.92,Monthly Giving,stock_transfer,False
D102148,DON1085,2024-10-29,122.12,Alumni Fund,paypal,False
D102111,DON1137,2025-10-29,41.73,Spring Appeal,ach,False
D100653,DON9269,2025-12-28,321.91,Spring Appeal,check,False
D100173,DON1313,2025-07-09,363.99,Corporate Match,ach,False
D101475,DON1290,2025-11-05,78.71,Gala 2026,credit_card,True
D101150,DON1295,2026-04-20,149.34,Alumni Fund,paypal,True
D100039,DON1082,2025-11-27,363.35,Year-End Giving,ach,False
D101555,DON1340,2024-08-21,285.87,Corporate Match,stock_transfer,False
D102410,DON1093,2026-04-16,174.26,Gala 2025,stock_transfer,False
D100714,DON1029,2025-01-21,474.87,Gala 2025,stock_transfer,False
D100091,DON1321,2025-07-05,32.97,Gala 2025,paypal,False
D100167,DON1081,2026-04-20,24160.64,Year-End Giving,ach,False
D101206,DON1280,2026-06-17,151.83,Spring Appeal,stock_transfer,False
D100876,DON1219,2025-02-27,190.08,Gala 2026,check,False
D100445,DON1398,2026-03-13,100.91,Spring Appeal,stock_transfer,False
D102174,DON1223,2025-02-16,24.6,Alumni Fund,stock_transfer,False
D102315,DON1268,2025-04-20,150.79,Alumni Fund,paypal,False
D102458,DON1348,2025-06-16,342.62,Spring Appeal,stock_transfer,False
D101094,DON1227,2026-03-13,70.74,Monthly Giving,paypal,True
D101828,DON1154,2025-06-07,350.99,Alumni Fund,paypal,False
D101156,DON1057,2026-05-31,139.23,Corporate Match,stock_transfer,False
D101325,DON1243,2024-11-14,83.67,Spring Appeal,credit_card,False
D100217,DON1274,2026-07-01,37.4,Year-End Giving,stock_transfer,False
D101351,DON1192,2024-12-26,472.19,Gala 2025,ach,False
D100511,DON1056,2025-12-23,339.32,Monthly Giving,stock_transfer,False
D101681,DON1022,2025-06-15,491.53,Year-End Giving,stock_transfer,False
D100500,DON1073,2025-05-02,54.32,Monthly Giving,credit_card,True
D102110,DON1145,2025-06-06,277.93,Corporate Match,check,False
D101857,DON1354,2025-08-27,177.24,Gala 2026,ach,True
D101389,DON1156,2024-10-13,398.92,Corporate Match,credit_card,False
D101520,DON1332,2025-02-28,180.78,Alumni Fund,ach,False
D102290,DON1138,2025-03-15,458.93,Gala 2025,ach,False
D101541,DON1037,2025-04-30,367.89,Corporate Match,ach,False
D101218,DON1324,2025-11-18,167.37,Corporate Match,paypal,False
D101417,DON1337,2024-10-06,399.82,Year-End Giving,check,True
D102116,DON1038,2025-05-08,297.38,Alumni Fund,ach,False
D101677,DON1234,2025-09-24,192.9,Gala 2025,stock_transfer,False
D101198,DON1029,2024-09-28,62.45,Monthly Giving,credit_card,False
D101543,DON1207,2026-01-12,199.85,Gala 2026,paypal,False
D100954,DON1244,2025-05-09,453.55,Corporate Match,paypal,False
D100751,DON1395,2025-02-13,427.65,Year-End Giving,paypal,False
D100235,DON1311,2026-06-03,59.62,Year-End Giving,ach,False
D100733,DON1235,2024-10-26,437.01,Corporate Match,paypal,False
D101607,DON1389,2025-11-12,173.13,Spring Appeal,ach,False
